"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",0,0,0,"0",0,0
"2009-12-01",10,10,0,"",-2.5,-2.5
"2010-01-28",2,2,0,"",-0.5,-3
"2010-03-05",5,5,0,"",-1.25,-4.25
"2010-04-29",19,19,20,"2010-03-16",15.25,11
"2010-08-04",9,9,0,"",-2.25,8.75
"2010-09-27",8,8,0,"",-2,6.75
"2010-11-04",18,18,0,"",-7.2,-0.449999999999999
"2010-12-07",6,6,0,"",-2.1,-2.55
"2011-01-19",5,5,0,"",-2,-4.55
"2011-02-23",7,7,0,"",-2.45,-7
"2011-04-28",8,8,0,"",-3.2,-10.2
"2011-06-14",3,3,0,"",-1.2,-11.4
"2011-07-15",2,2,11.4,"2011-07-05",10.4,-0.999999999999999
"2011-08-19",15,15,0,"",-7.5,-8.5
"2011-09-22",2,2,10,"2011-09-06",9,0.500000000000001
"2011-12-06",3,3,0,"",-1.5,-0.999999999999999
"2012-01-30",5,5,0,"",-2.5,-3.5
"2012-04-13",23,23,0,"",-11.5,-15
"2012-06-13",11,11,0,"",-5.5,-20.5
"2012-09-19",6,6,35,"",32,11.5
"2012-10-06",1,1,0,"",-0.5,11
"2012-11-28",5,5,0,"0",-2.5,8.5
"2013-01-28",1,1,0,"",-0.5,8
"2013-02-08",1,1,0,"",-0.5,7.5
"2013-04-14",2,2,0,"",-1,6.5
