"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",1,1,10,"2009-10-20",9.75,9.75
"2009-12-01",5,5,0,"",-1.25,8.5
"2010-01-28",11,11,0,"",-2.75,5.75
"2010-03-05",14,14,0,"",-3.5,2.25
"2010-04-29",19,19,20,"2010-03-16",15.25,17.5
"2010-08-04",11,11,0,"",-2.75,14.75
"2010-09-27",5,5,0,"",-1.25,13.5
"2010-11-04",1,1,0,"",-0.4,13.1
"2010-12-07",0,0,0,"",0,13.1
"2011-01-19",0,0,0,"",0,13.1
"2011-02-23",7,0,0,"",-1.75,11.35
"2011-04-28",0,0,0,"",0,11.35
"2011-06-14",0,0,0,"",0,11.35
"2011-07-15",0,0,0,"",0,11.35
"2011-08-19",0,0,0,"",0,11.35
"2011-09-22",0,0,0,"",0,11.35
"2011-12-06",0,0,0,"",0,11.35
"2012-01-30",0,0,0,"",0,11.35
"2012-04-13",0,0,0,"",0,11.35
"2012-06-13",0,0,0,"0",0,11.35
"2012-09-19",0,0,0,"0",0,11.35
"2012-10-06",0,0,0,"0",0,11.35
"2012-11-28",0,0,0,"0",0,11.35
"2013-01-28",0,0,0,"0",0,11.35
"2013-02-08",0,0,0,"0",0,11.35
"2013-04-14",0,0,0,"0",0,11.35
