"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",0,0,0,"0",0,0
"2009-12-01",0,0,0,"0",0,0
"2010-01-28",0,0,0,"0",0,0
"2010-03-05",0,0,0,"0",0,0
"2010-04-29",0,0,0,"0",0,0
"2010-08-04",1,1,0,"",-0.25,-0.25
"2010-09-27",14,14,0,"",-3.5,-3.75
"2010-11-04",14,14,0,"",-5.6,-9.35
"2010-12-07",2,2,0,"",-0.7,-10.05
"2011-01-19",10,10,20,"2011-01-17",16,5.95
"2011-02-23",22,22,0,"",-7.7,-1.75
"2011-04-28",27,27,0,"",-10.8,-12.55
"2011-06-14",28,28,25,"2011-05-09",13.8,1.25
"2011-07-15",9,9,0,"",-4.5,-3.25
"2011-08-19",10,10,0,"",-5,-8.25
"2011-09-22",10,10,0,"",-5,-13.25
"2011-12-06",18,18,0,"",-9,-22.25
"2012-01-30",6,6,0,"",-3,-25.25
"2012-04-13",38,38,40,"2012-02-22",21,-4.25
"2012-06-13",21,21,0,"",-10.5,-14.75
"2012-09-19",32,32,0,"",-16,-30.75
"2012-10-06",11,11,0,"",-5.5,-36.25
"2012-11-28",33,33,0,"0",-16.5,-52.75
"2013-01-28",8,8,0,"",-4,-56.75
"2013-02-08",2,2,60,"2013-02-01",59,2.25
"2013-04-14",20,20,0,"",-10,-7.75
