"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",0,0,0,"0",0,0
"2009-12-01",0,0,0,"0",0,0
"2010-01-28",0,0,0,"0",0,0
"2010-03-05",0,0,0,"0",0,0
"2010-04-29",0,0,0,"0",0,0
"2010-08-04",15,15,0,"",-3.75,-3.75
"2010-09-27",4,4,10,"2010-09-01",9,5.25
"2010-11-04",5,5,0,"",-2,3.25
"2010-12-07",2,2,0,"",-0.7,2.55
"2011-01-19",10,10,0,"",-4,-1.45
"2011-02-23",8,8,0,"",-2.8,-4.25
"2011-04-28",28,28,10,"2011-03-07",-1.2,-5.45
"2011-06-14",24,24,10,"2011-05-20",0.4,-5.05
"2011-07-15",4,4,0,"",-2,-7.05
"2011-08-19",0,0,0,"",0,-7.05
"2011-09-22",2,2,10,"2011-09-19",9,1.95
"2011-12-06",2,2,0,"",-1,0.95
"2012-01-30",0,0,0,"",0,0.95
"2012-04-13",12,12,0,"",-6,-5.05
"2012-06-13",12,12,10,"2012-06-01",4,-1.05
"2012-09-19",13,13,0,"",-6.5,-7.55
"2012-10-06",0,0,0,"",0,-7.55
"2012-11-28",0,0,0,"0",0,-7.55
"2013-01-28",0,0,0,"",0,-7.55
"2013-02-08",0,0,0,"0",0,-7.55
"2013-04-14",0,0,0,"0",0,-7.55
