"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",0,0,0,"0",0,0
"2009-12-01",1,1,0,"",-0.25,-0.25
"2010-01-28",0,0,0,"",0,-0.25
"2010-03-05",0,0,0,"",0,-0.25
"2010-04-29",0,0,0,"",0,-0.25
"2010-08-04",0,0,0,"",0,-0.25
"2010-09-27",1,1,0,"",-0.25,-0.5
"2010-11-04",3,0,5,"2010-09-30",4.25,3.75
"2010-12-07",3,0,0,"",-0.75,3
"2011-01-19",3,0,0,"",-0.75,2.25
"2011-02-23",3,0,0,"",-0.75,1.5
"2011-04-28",4,0,10,"2011-04-11",9,10.5
"2011-06-14",2,0,0,"",-0.5,10
"2011-07-15",4,0,5,"2011-06-30",3.6,13.6
"2011-08-19",4,0,0,"",-1.4,12.2
"2011-09-22",7,0,0,"",-2.45,9.75
"2011-12-06",27,0,0,"",-9.45,0.300000000000001
"2012-01-30",18,0,0,"",-6.3,-6
"2012-04-13",16,0,0,"",-5.6,-11.6
"2012-06-13",10,0,20,"2012-05-07",16.5,4.9
"2012-09-19",28,0,0,"",-9.8,-4.9
"2012-10-06",9,0,20,"2012-Sep-20",16.85,11.95
"2012-11-28",32,0,0,"0",-11.2,0.750000000000005
"2013-01-28",10,0,0,"",-3.5,-2.75
"2013-02-08",2,0,0,"",-0.7,-3.44999999999999
"2013-04-14",21,0,0,"",-7.35,-10.8
