"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",4,4,0,"",-1,-1
"2009-12-01",10,10,5,"2009-10-30",2.5,1.5
"2010-01-28",5,5,0,"",-1.25,0.25
"2010-03-05",3,3,0,"",-0.75,-0.5
"2010-04-29",8,8,0,"",-2,-2.5
"2010-08-04",15,15,0,"",-3.75,-6.25
"2010-09-27",11,11,20,"2010-09-01",17.25,11
"2010-11-04",10,0,0,"",-2.5,8.5
"2010-12-07",1,0,0,"",-0.25,8.25
"2011-01-19",0,0,0,"",0,8.25
"2011-02-23",0,0,0,"",0,8.25
"2011-04-28",0,0,0,"",0,8.25
"2011-06-14",0,0,0,"",0,8.25
"2011-07-15",9,0,0,"",-3.15,5.1
"2011-08-19",4,0,0,"",-1.4,3.7
"2011-09-22",3,0,0,"",-1.05,2.65
"2011-12-06",6,0,0,"",-2.1,0.550000000000001
"2012-01-30",8,0,20,"2012-01-30",17.2,17.75
"2012-04-13",2,17,0,"",-3.25,14.5
"2012-06-13",0,8,0,"",-1.2,13.3
"2012-09-19",1,4,0,"",-0.95,12.35
"2012-10-06",3,2,0,"",-1.35,11
"2012-11-28",21,25,0,"0",-11.1,-0.0999999999999994
"2013-01-28",3,9,0,"",-2.4,-2.5
"2013-02-08",1,2,0,"",-0.65,-3.15
"2013-04-14",16,17,0,"",-8.15,-11.3
