"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",0,0,0,"0",0,0
"2009-12-01",0,0,0,"0",0,0
"2010-01-28",2,2,0,"",-0.5,-0.5
"2010-03-05",0,0,0,"",0,-0.5
"2010-04-29",5,5,20,"2010-03-17",18.75,18.25
"2010-08-04",0,0,0,"",0,18.25
"2010-09-27",0,0,0,"",0,18.25
"2010-11-04",0,0,0,"",0,18.25
"2010-12-07",2,2,0,"",-0.7,17.55
"2011-01-19",2,2,0,"",-0.8,16.75
"2011-02-23",3,3,0,"",-1.05,15.7
"2011-04-28",1,1,0,"",-0.4,15.3
"2011-06-14",0,0,0,"",0,15.3
"2011-07-15",0,0,0,"",0,15.3
"2011-08-19",0,0,0,"",0,15.3
"2011-09-22",0,0,0,"",0,15.3
"2011-12-06",3,3,0,"",-1.5,13.8
"2012-01-30",4,4,0,"",-2,11.8
"2012-04-13",2,2,0,"",-1,10.8
"2012-06-13",0,0,0,"",0,10.8
"2012-09-19",0,0,0,"",0,10.8
"2012-10-06",2,2,0,"",-1,9.8
"2012-11-28",4,4,0,"0",-2,7.8
"2013-01-28",6,6,0,"",-3,4.8
"2013-02-08",2,2,0,"",-1,3.8
"2013-04-14",9,9,0,"",-4.5,-0.699999999999999
