"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",0,0,0,"0",0,0
"2009-12-01",0,0,0,"0",0,0
"2010-01-28",0,0,0,"0",0,0
"2010-03-05",7,7,0,"",-1.75,-1.75
"2010-04-29",33,33,20,"2010-03-26",11.75,10
"2010-08-04",19,19,0,"",-4.75,5.25
"2010-09-27",5,5,0,"",-1.25,4
"2010-11-04",7,0,0,"",-1.75,2.25
"2010-12-07",7,0,0,"",-1.75,0.5
"2011-01-19",2,0,0,"",-0.5,0
"2011-02-23",7,0,0,"",-1.75,-1.75
"2011-04-28",0,0,0,"",0,-1.75
"2011-06-14",0,0,0,"",0,-1.75
"2011-07-15",0,0,0,"",0,-1.75
"2011-08-19",0,0,0,"",0,-1.75
"2011-09-22",0,0,0,"",0,-1.75
"2011-12-06",0,0,0,"",0,-1.75
"2012-01-30",0,0,0,"",0,-1.75
"2012-04-13",0,0,0,"",0,-1.75
"2012-06-13",0,0,0,"",0,-1.75
"2012-09-19",0,0,0,"0",0,-1.75
"2012-10-06",0,0,0,"0",0,-1.75
"2012-11-28",0,0,0,"0",0,-1.75
"2013-01-28",0,0,0,"0",0,-1.75
"2013-02-08",0,0,0,"0",0,-1.75
"2013-04-14",0,0,0,"0",0,-1.75
