"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",0,0,0,"0",0,0
"2009-12-01",0,0,0,"0",0,0
"2010-01-28",8,8,0,"",-2,-2
"2010-03-05",12,12,0,"",-3,-5
"2010-04-29",23,23,20,"2010-03-26",14.25,9.25
"2010-08-04",5,5,0,"",-1.25,8
"2010-09-27",24,24,0,"",-6,2
"2010-11-04",38,38,20,"2010-10-21",4.8,6.8
"2010-12-07",40,40,0,"",-14,-7.2
"2011-01-19",39,39,40,"2011-01-17",24.4,17.2
"2011-02-23",23,23,0,"",-8.05,9.15
"2011-04-28",27,27,0,"",-10.8,-1.65
"2011-06-14",15,15,40,"2011-04-19",34,32.35
"2011-07-15",10,10,0,"",-5,27.35
"2011-08-19",11,11,0,"",-5.5,21.85
"2011-09-22",2,2,0,"",-1,20.85
"2011-12-06",31,31,0,"",-15.5,5.35
"2012-01-30",33,33,0,"",-16.5,-11.15
"2012-04-13",16,16,40,"2012-02-13",32,20.85
"2012-06-13",0,0,0,"",0,20.85
"2012-09-19",3,3,0,"",-1.5,19.35
"2012-10-06",7,7,0,"",-3.5,15.85
"2012-11-28",40,40,0,"0",-20,-4.15
"2013-01-28",13,13,0,"",-6.5,-10.65
"2013-02-08",7,7,0,"",-3.5,-14.15
"2013-04-14",27,27,60,"2013/06/03",46.5,32.35
