"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",0,0,0,"0",0,0
"2009-12-01",1,1,0,"",-0.25,-0.25
"2010-01-28",2,2,0,"",-0.5,-0.75
"2010-03-05",1,1,1,"2010-01-28",0.75,0
"2010-04-29",6,6,2,"2010-03-16",0.5,0.5
"2010-08-04",0,0,0,"",0,0.5
"2010-09-27",3,3,2,"2010-09-01",1.25,1.75
"2010-11-04",0,0,0,"",0,1.75
"2010-12-07",0,0,0,"",0,1.75
"2011-01-19",3,3,0,"",-1.2,0.55
"2011-02-23",2,2,0,"",-0.7,-0.15
"2011-04-28",5,5,5,"2011-03-16",3,2.85
"2011-06-14",3,3,0,"",-1.2,1.65
"2011-07-15",3,3,0,"",-1.5,0.15
"2011-08-19",1,1,4,"2011-07-28",3.5,3.65
"2011-09-22",2,2,0,"",-1,2.65
"2011-12-06",3,3,0,"",-1.5,1.15
"2012-01-30",0,0,0,"",0,1.15
"2012-04-13",0,0,0,"",0,1.15
"2012-06-13",0,0,0,"",0,1.15
"2012-09-19",0,0,0,"",0,1.15
"2012-10-06",1,1,0,"",-0.5,0.650000000000001
"2012-11-28",4,4,0,"0",-2,-1.35
"2013-01-28",3,3,0,"",-1.5,-2.85
"2013-02-08",0,0,0,"",0,-2.85
"2013-04-14",0,0,0,"",0,-2.85
