"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",0,0,0,"0",0,0
"2009-12-01",0,0,0,"0",0,0
"2010-01-28",0,0,0,"0",0,0
"2010-03-05",0,0,0,"0",0,0
"2010-04-29",3,3,0,"",-0.75,-0.75
"2010-08-04",0,0,0,"",0,-0.75
"2010-09-27",0,0,0,"",0,-0.75
"2010-11-04",0,0,0,"",0,-0.75
"2010-12-07",0,0,0,"",0,-0.75
"2011-01-19",0,0,0,"",0,-0.75
"2011-02-23",0,0,0,"",0,-0.75
"2011-04-28",0,0,0,"",0,-0.75
"2011-06-14",0,0,0,"",0,-0.75
"2011-07-15",0,0,0,"",0,-0.75
"2011-08-19",7,7,20,"2011-08-01",16.5,15.75
"2011-09-22",16,16,0,"",-8,7.75
"2011-12-06",23,23,0,"",-11.5,-3.75
"2012-01-30",11,11,0,"",-5.5,-9.25
"2012-04-13",68,68,40,"2012-03-07",6,-3.24999999999999
"2012-06-13",60,60,0,"",-30,-33.25
"2012-09-19",53,53,60,"2012-06-19",33.5,0.250000000000005
"2012-10-06",11,11,0,"",-5.5,-5.24999999999999
"2012-11-28",37,37,0,"0",-18.5,-23.75
"2013-01-28",23,23,50,"2012-12-11",38.5,14.75
"2013-02-08",1,1,0,"",-0.5,14.25
"2013-04-14",20,20,0,"",-10,4.25000000000001
