"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",16,16,10,"2009-10-15",6,6
"2009-12-01",43,43,0,"",-10.75,-4.75
"2010-01-28",51,51,40,"2010-01-05",27.25,22.5
"2010-03-05",26,26,0,"",-6.5,16
"2010-04-29",48,48,0,"",-12,4
"2010-08-04",56,56,20,"2010-07-13",6,10
"2010-09-27",53,53,0,"",-13.25,-3.25
"2010-11-04",7,7,12.5,"2010-09-30",9.7,6.45
"2010-12-07",0,0,0,"",0,6.45
"2011-01-19",26,26,0.25,"2011-01-19",-10.15,-3.7
"2011-02-23",32,0,0,"",-8,-11.7
"2011-04-28",70,0,33.5,"2011-02-24",16,4.3
"2011-06-14",59,0,20,"2011-04-19",5.25,9.55
"2011-07-15",32,0,0,"",-11.2,-1.65
"2011-08-19",20,0,10,"2011-08-15",3,1.35
"2011-09-22",28,0,10,"2011-09-09",0.200000000000001,1.55
"2011-12-06",0,0,0,"",0,1.55
"2012-01-30",0,0,0,"",0,1.55
"2012-04-13",0,0,0,"",0,1.55
"2012-06-13",0,0,0,"0",0,1.55
"2012-09-19",0,0,0,"0",0,1.55
"2012-10-06",0,0,0,"0",0,1.55
"2012-11-28",0,0,0,"0",0,1.55
"2013-01-28",0,0,0,"0",0,1.55
"2013-02-08",0,0,0,"0",0,1.55
"2013-04-14",0,0,0,"0",0,1.55
