"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",0,0,0,"0",0,0
"2009-12-01",0,0,0,"0",0,0
"2010-01-28",0,0,0,"0",0,0
"2010-03-05",0,0,0,"0",0,0
"2010-04-29",0,0,0,"0",0,0
"2010-08-04",61,61,0,"",-15.25,-15.25
"2010-09-27",37,37,20,"2010-08-05",10.75,-4.5
"2010-11-04",30,0,15,"2010-11-02",7.5,3
"2010-12-07",29,0,0,"",-7.25,-4.25
"2011-01-19",22,0,0,"",-5.5,-9.75
"2011-02-23",18,0,25,"2011-01-31",20.5,10.75
"2011-04-28",33,0,0,"",-8.25,2.5
"2011-06-14",32,0,0,"",-8,-5.5
"2011-07-15",24,0,10,"2011-06-16",1.6,-3.9
"2011-08-19",21,0,0,"",-7.35,-11.25
"2011-09-22",30,0,30,"2011-09-05",19.5,8.25
"2011-12-06",49,0,0,"",-17.15,-8.9
"2012-01-30",16,0,30,"2012-01-09",24.4,15.5
"2012-04-13",28,1,0,"",-9.95,5.55
"2012-06-13",43,0,0,"",-15.05,-9.5
"2012-09-19",28,3,0,"",-10.25,-19.75
"2012-10-06",5,0,40,"2012-Sep-26",38.25,18.5
"2012-11-28",20,0,0,"0",-7,11.5
"2013-01-28",14,0,0,"",-4.9,6.60000000000001
"2013-02-08",14,0,0,"",-4.9,1.70000000000001
"2013-04-14",28,0,0,"",-9.8,-8.09999999999999
