"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",0,0,0,"0",0,0
"2009-12-01",35,35,0,"",-8.75,-8.75
"2010-01-28",41,41,25,"2010-01-05",14.75,6
"2010-03-05",29,29,0,"",-7.25,-1.25
"2010-04-29",44,44,20,"2010-03-20",9,7.75
"2010-08-04",72,72,0,"",-18,-10.25
"2010-09-27",15,15,0,"",-3.75,-14
"2010-11-04",25,0,30,"2010-09-30",23.75,9.75
"2010-12-07",33,0,0,"",-8.25,1.5
"2011-01-19",14,0,0,"",-3.5,-2
"2011-02-23",38,0,20,"2011-01-28",10.5,8.5
"2011-04-28",52,0,0,"",-13,-4.5
"2011-06-14",36,0,20,"2011-04-20",11,6.5
"2011-07-15",21,0,0,"",-7.35,-0.85
"2011-08-19",0,0,0,"",0,-0.85
"2011-09-22",0,0,0,"",0,-0.85
"2011-12-06",17,0,0,"",-5.95,-6.8
"2012-01-30",8,0,0,"",-2.8,-9.6
"2012-04-13",58,0,20,"2012-02-02",-0.299999999999997,-9.9
"2012-06-13",18,0,40,"2012-05-03",33.7,23.8
"2012-09-19",36,0,0,"",-12.6,11.2
"2012-10-06",11,0,0,"",-3.85,7.35000000000001
"2012-11-28",35,0,0,"0",-12.25,-4.89999999999999
"2013-01-28",16,0,10,"2013-01-04",4.4,-0.499999999999992
"2013-02-08",0,0,0,"0",0,-0.499999999999992
"2013-04-14",0,0,0,"0",0,-0.499999999999992
