"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",0,0,0,"0",0,0
"2009-12-01",0,0,0,"0",0,0
"2010-01-28",4,4,0,"",-1,-1
"2010-03-05",7,7,0,"",-1.75,-2.75
"2010-04-29",10,10,0,"",-2.5,-5.25
"2010-08-04",38,38,20,"2010-07-13",10.5,5.25
"2010-09-27",11,11,0,"",-2.75,2.5
"2010-11-04",26,26,0,"",-10.4,-7.9
"2010-12-07",13,0,0,"",-3.25,-11.15
"2011-01-19",5,0,0,"",-1.25,-12.4
"2011-02-23",12,0,10,"2011-02-02",7,-5.4
"2011-04-28",30,0,20,"2011-03-10",12.5,7.1
"2011-06-14",43,0,20,"2011-06-09",9.25,16.35
"2011-07-15",32,0,0,"",-11.2,5.15
"2011-08-19",15,0,20,"2011-08-15",14.75,19.9
"2011-09-22",15,0,0,"",-5.25,14.65
"2011-12-06",42,0,0,"",-14.7,-0.0499999999999989
"2012-01-30",14,0,0,"",-4.9,-4.95
"2012-04-13",2,0,6,"2012-02-01",5.3,0.350000000000001
"2012-06-13",0,0,0,"0",0,0.350000000000001
"2012-09-19",0,0,0,"0",0,0.350000000000001
"2012-10-06",0,0,0,"0",0,0.350000000000001
"2012-11-28",0,0,0,"0",0,0.350000000000001
"2013-01-28",0,0,0,"0",0,0.350000000000001
"2013-02-08",0,0,0,"0",0,0.350000000000001
"2013-04-14",0,0,0,"0",0,0.350000000000001
