"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",1,1,15,"2009-10-10",14.75,14.75
"2009-12-01",8,8,0,"",-2,12.75
"2010-01-28",31,31,0,"",-7.75,5
"2010-03-05",26,26,20,"2010-02-01",13.5,18.5
"2010-04-29",34,34,0,"",-8.5,10
"2010-08-04",80,80,0,"",-20,-10
"2010-09-27",47,47,30,"2010-08-04",18.25,8.25
"2010-11-04",41,0,0,"",-10.25,-2
"2010-12-07",29,0,20,"2010-11-17",12.75,10.75
"2011-01-19",25,0,0,"",-6.25,4.5
"2011-02-23",41,0,15,"2011-02-23",4.75,9.25
"2011-04-28",53,0,0,"",-13.25,-4
"2011-06-14",53,0,20,"2011-04-20",6.75,2.75
"2011-07-15",32,0,20,"2011-06-16",8.8,11.55
"2011-08-19",14,0,0,"",-4.9,6.65
"2011-09-22",0,0,0,"",0,6.65
"2011-12-06",0,0,0,"",0,6.65
"2012-01-30",0,0,0,"",0,6.65
"2012-04-13",3,0,0,"",-1.05,5.6
"2012-06-13",0,0,0,"",0,5.6
"2012-09-19",46,0,40,"",23.9,29.5
"2012-10-06",16,0,0,"",-5.6,23.9
"2012-11-28",62,0,0,"0",-21.7,2.2
"2013-01-28",50,0,40,"2013-01-16",22.5,24.7
"2013-02-08",14,0,0,"",-4.9,19.8
"2013-04-14",24,0,20,"2013-04-03",11.6,31.4
