"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",4,4,0,"",-1,-1
"2009-12-01",11,11,10,"2009-10-30",7.25,6.25
"2010-01-28",22,22,0,"",-5.5,0.75
"2010-03-05",11,11,0,"",-2.75,-2
"2010-04-29",22,22,20,"2010-03-26",14.5,12.5
"2010-08-04",36,36,0,"",-9,3.5
"2010-09-27",12,12,0,"",-3,0.5
"2010-11-04",2,2,0,"",-0.8,-0.3
"2010-12-07",0,0,0,"",0,-0.3
"2011-01-19",20,20,20,"2011-01-17",12,11.7
"2011-02-23",17,17,0,"",-5.95,5.75
"2011-04-28",35,35,20,"2011-04-18",6,11.75
"2011-06-14",24,24,0,"",-9.6,2.15
"2011-07-15",15,15,20,"2011-06-14",12.5,14.65
"2011-08-19",1,1,0,"",-0.5,14.15
"2011-09-22",4,4,0,"",-2,12.15
"2011-12-06",51,51,21.46,"2011-12-06",-4.04,8.11
"2012-01-30",37,37,30.4,"2012-01-29",11.9,20.01
"2012-04-13",42,42,22.36,"2012-04-13",1.36,21.37
"2012-06-13",45,45,36.81,"2012-06-12",14.31,35.68
"2012-09-19",35,35,58.08,"",40.58,76.26
"2012-10-06",9,9,0,"",-4.5,71.76
"2012-11-28",45,45,0,"0",-22.5,49.26
"2013-01-28",26,26,0,"",-13,36.26
"2013-02-08",0,0,0,"",0,36.26
"2013-04-14",2,2,0,"",-1,35.26
