"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",0,0,0,"0",0,0
"2009-12-01",0,0,0,"0",0,0
"2010-01-28",0,0,0,"0",0,0
"2010-03-05",0,0,0,"0",0,0
"2010-04-29",0,0,0,"0",0,0
"2010-08-04",0,0,0,"0",0,0
"2010-09-27",0,0,0,"0",0,0
"2010-11-04",0,0,0,"0",0,0
"2010-12-07",0,0,0,"0",0,0
"2011-01-19",0,0,0,"0",0,0
"2011-02-23",0,0,0,"0",0,0
"2011-04-28",0,0,0,"0",0,0
"2011-06-14",0,0,0,"0",0,0
"2011-07-15",0,0,0,"0",0,0
"2011-08-19",0,0,0,"0",0,0
"2011-09-22",0,0,0,"0",0,0
"2011-12-06",0,0,0,"0",0,0
"2012-01-30",0,0,0,"0",0,0
"2012-04-13",0,3,0,"",-0.45,-0.45
"2012-06-13",1,2,0,"",-0.65,-1.1
"2012-09-19",2,7,0,"",-1.75,-2.85
"2012-10-06",0,0,0,"",0,-2.85
"2012-11-28",1,2,5,"0",4.35,1.5
"2013-01-28",1,3,0,"",-0.8,0.700000000000001
"2013-02-08",0,0,0,"",0,0.700000000000001
"2013-04-14",0,2,0,"",-0.3,0.400000000000001
