"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",6,6,10,"2009-10-26",8.5,8.5
"2009-12-01",13,13,0,"",-3.25,5.25
"2010-01-28",12,12,0,"",-3,2.25
"2010-03-05",11,11,20,"2010-03-01",17.25,19.5
"2010-04-29",24,24,0,"",-6,13.5
"2010-08-04",46,46,0,"",-11.5,2
"2010-09-27",39,39,0,"",-9.75,-7.75
"2010-11-04",31,0,20,"2010-09-30",12.25,4.5
"2010-12-07",16,0,0,"",-4,0.5
"2011-01-19",13,0,0,"",-3.25,-2.75
"2011-02-23",0,0,0,"",0,-2.75
"2011-04-28",0,0,0,"",0,-2.75
"2011-06-14",0,0,0,"",0,-2.75
"2011-07-15",0,0,20,"2011-07-12",20,17.25
"2011-08-19",14,0,0,"",-4.9,12.35
"2011-09-22",32,0,0,"",-11.2,1.15
"2011-12-06",45,0,20,"2011-10-12",4.25,5.4
"2012-01-30",23,0,0,"",-8.05,-2.65
"2012-04-13",35,4,20,"2012-02-02",7.15,4.5
"2012-06-13",25,4,0,"",-9.35,-4.85
"2012-09-19",16,0,20,"2012-07-17",14.4,9.55
"2012-10-06",14,4,0,"",-5.5,4.05000000000001
"2012-11-28",38,5,0,"0",-14.05,-9.99999999999999
"2013-01-28",14,0,40,"2012-12-11",35.1,25.1
"2013-02-08",7,0,0,"",-2.45,22.65
"2013-04-14",25,3,0,"",-9.2,13.45
