"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",0,0,0,"0",0,0
"2009-12-01",0,0,0,"0",0,0
"2010-01-28",0,0,0,"0",0,0
"2010-03-05",0,0,0,"0",0,0
"2010-04-29",0,0,0,"0",0,0
"2010-08-04",0,0,0,"0",0,0
"2010-09-27",0,0,0,"0",0,0
"2010-11-04",0,0,0,"0",0,0
"2010-12-07",13,13,0,"",-4.55,-4.55
"2011-01-19",10,10,20,"2011-01-17",16,11.45
"2011-02-23",10,10,0,"",-3.5,7.95
"2011-04-28",13,13,0,"",-5.2,2.75
"2011-06-14",2,2,0,"",-0.8,1.95
"2011-07-15",0,0,0,"",0,1.95
"2011-08-19",0,0,0,"",0,1.95
"2011-09-22",7,7,0,"",-3.5,-1.55
"2011-12-06",27,27,0,"",-13.5,-15.05
"2012-01-30",9,9,30,"2012-01-09",25.5,10.45
"2012-04-13",13,13,0,"",-6.5,3.95
"2012-06-13",10,10,0,"",-5,-1.05
"2012-09-19",6,6,0,"",-3,-4.05
"2012-10-06",8,8,0,"",-4,-8.05
"2012-11-28",20,20,0,"0",-10,-18.05
"2013-01-28",2,2,25,"2012-12-03",24,5.95
"2013-02-08",0,0,0,"0",0,5.95
"2013-04-14",0,0,0,"0",0,5.95
