"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",5,5,10,"2009-10-20",8.75,8.75
"2009-12-01",4,4,0,"",-1,7.75
"2010-01-28",4,4,0,"",-1,6.75
"2010-03-05",2,2,0,"",-0.5,6.25
"2010-04-29",4,4,0,"",-1,5.25
"2010-08-04",2,2,0,"",-0.5,4.75
"2010-09-27",0,0,0,"",0,4.75
"2010-11-04",0,0,0,"",0,4.75
"2010-12-07",2,2,0,"",-0.7,4.05
"2011-01-19",0,0,0,"",0,4.05
"2011-02-23",0,0,0,"",0,4.05
"2011-04-28",0,0,0,"",0,4.05
"2011-06-14",0,0,0,"",0,4.05
"2011-07-15",0,0,0,"",0,4.05
"2011-08-19",0,0,0,"",0,4.05
"2011-09-22",0,0,0,"",0,4.05
"2011-12-06",19,19,0,"",-9.5,-5.45
"2012-01-30",4,4,0,"",-2,-7.45
"2012-04-13",30,30,20,"2012-02-02",5,-2.45
"2012-06-13",16,16,40,"2012-04-30",32,29.55
"2012-09-19",6,6,0,"",-3,26.55
"2012-10-06",8,8,0,"",-4,22.55
"2012-11-28",38,38,0,"0",-19,3.55
"2013-01-28",16,16,0,"",-8,-4.45
"2013-02-08",4,4,0,"",-2,-6.45
"2013-04-14",3,3,0,"",-1.5,-7.95
