"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",9,9,0,"",-2.25,-2.25
"2009-12-01",13,13,0,"",-3.25,-5.5
"2010-01-28",20,20,0,"",-5,-10.5
"2010-03-05",8,8,0,"",-2,-12.5
"2010-04-29",35,35,0,"",-8.75,-21.25
"2010-08-04",12,12,0,"",-3,-24.25
"2010-09-27",15,15,0,"",-3.75,-28
"2010-11-04",24,24,0,"",-9.6,-37.6
"2010-12-07",11,11,0,"",-3.85,-41.45
"2011-01-19",11,11,0,"",-4.4,-45.85
"2011-02-23",13,13,0,"",-4.55,-50.4
"2011-04-28",11,11,0,"",-4.4,-54.8
"2011-06-14",8,8,0,"",-3.2,-58
"2011-07-15",6,6,0,"",-3,-61
"2011-08-19",0,0,0,"",0,-61
"2011-09-22",0,0,0,"",0,-61
"2011-12-06",0,0,0,"",0,-61
"2012-01-30",0,0,0,"",0,-61
"2012-04-13",0,0,0,"",0,-61
"2012-06-13",0,0,0,"",0,-61
"2012-09-19",21,21,0,"",-10.5,-71.5
"2012-10-06",5,5,0,"",-2.5,-74
"2012-11-28",15,15,0,"0",-7.5,-81.5
"2013-01-28",12,12,0,"",-6,-87.5
"2013-02-08",4,4,0,"",-2,-89.5
"2013-04-14",4,4,0,"",-2,-91.5
