"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",0,0,0,"0",0,0
"2009-12-01",0,0,0,"0",0,0
"2010-01-28",0,0,0,"0",0,0
"2010-03-05",1,1,0,"",-0.25,-0.25
"2010-04-29",12,12,0,"",-3,-3.25
"2010-08-04",5,5,0,"",-1.25,-4.5
"2010-09-27",3,3,0,"",-0.75,-5.25
"2010-11-04",39,39,6,"2010-09-30",-9.6,-14.85
"2010-12-07",16,16,0,"",-5.6,-20.45
"2011-01-19",11,11,0,"",-4.4,-24.85
"2011-02-23",8,8,40,"2011-02-01",37.2,12.35
"2011-04-28",1,1,0,"",-0.4,11.95
"2011-06-14",0,0,0,"",0,11.95
"2011-07-15",1,1,0,"",-0.5,11.45
"2011-08-19",1,1,0,"",-0.5,10.95
"2011-09-22",0,0,0,"",0,10.95
"2011-12-06",0,0,0,"",0,10.95
"2012-01-30",0,0,0,"",0,10.95
"2012-04-13",1,1,0,"",-0.5,10.45
"2012-06-13",0,0,-10.45,"2012-06-12",-10.45,3.88578058618805e-15
"2012-09-19",0,0,0,"",0,3.88578058618805e-15
"2012-10-06",0,0,0,"",0,3.88578058618805e-15
"2012-11-28",0,0,0,"0",0,3.88578058618805e-15
"2013-01-28",0,0,0,"",0,3.88578058618805e-15
"2013-02-08",0,0,0,"",0,3.88578058618805e-15
"2013-04-14",0,0,0,"",0,3.88578058618805e-15
