"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",0,0,0,"0",0,0
"2009-12-01",6,6,0,"",-1.5,-1.5
"2010-01-28",5,5,0,"",-1.25,-2.75
"2010-03-05",14,14,20,"2010-03-01",16.5,13.75
"2010-04-29",47,47,0,"",-11.75,2
"2010-08-04",6,6,0,"",-1.5,0.5
"2010-09-27",6,6,0,"",-1.5,-1
"2010-11-04",32,0,40,"2010-09-30",32,31
"2010-12-07",30,0,0,"",-7.5,23.5
"2011-01-19",6,0,-6.8,"2011-01-19",-8.3,15.2
"2011-02-23",0,0,0,"",0,15.2
"2011-04-28",0,0,0,"",0,15.2
"2011-06-14",0,0,0,"",0,15.2
"2011-07-15",0,0,0,"",0,15.2
"2011-08-19",0,0,0,"",0,15.2
"2011-09-22",0,0,0,"",0,15.2
"2011-12-06",74,0,0,"",-25.9,-10.7
"2012-01-30",6,0,0,"",-2.1,-12.8
"2012-04-13",35,0,40,"2012-02-08",27.75,14.95
"2012-06-13",0,0,0,"",0,14.95
"2012-09-19",4,0,0,"",-1.4,13.55
"2012-10-06",0,0,0,"0",0,13.55
"2012-11-28",0,0,0,"0",0,13.55
"2013-01-28",0,0,0,"0",0,13.55
"2013-02-08",0,0,0,"",0,13.55
"2013-04-14",0,0,0,"",0,13.55
