"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",0,0,0,"0",0,0
"2009-12-01",0,0,0,"0",0,0
"2010-01-28",0,0,0,"0",0,0
"2010-03-05",0,0,0,"0",0,0
"2010-04-29",0,0,0,"0",0,0
"2010-08-04",0,0,0,"0",0,0
"2010-09-27",0,0,0,"0",0,0
"2010-11-04",0,0,0,"0",0,0
"2010-12-07",0,0,0,"0",0,0
"2011-01-19",0,0,0,"0",0,0
"2011-02-23",0,0,0,"0",0,0
"2011-04-28",0,0,0,"0",0,0
"2011-06-14",1,0,0,"",-0.25,-0.25
"2011-07-15",2,0,0,"",-0.7,-0.95
"2011-08-19",0,0,0,"",0,-0.95
"2011-09-22",0,0,0,"",0,-0.95
"2011-12-06",9,0,0,"",-3.15,-4.1
"2012-01-30",69,0,20,"2012-01-18",-4.15,-8.25
"2012-04-13",95,0,40,"2012-02-02",6.75,-1.5
"2012-06-13",50,0,0,"",-17.5,-19
"2012-09-19",21,0,30,"2012-08-10",22.65,3.65
"2012-10-06",0,0,0,"",0,3.65
"2012-11-28",0,0,0,"0",0,3.65
"2013-01-28",2,0,0,"",-0.7,2.95
"2013-02-08",0,0,0,"",0,2.95
"2013-04-14",12,0,0,"",-4.2,-1.25
