"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",10,10,20,"2009-10-20",17.5,17.5
"2009-12-01",35,35,0,"",-8.75,8.75
"2010-01-28",43,43,0,"",-10.75,-2
"2010-03-05",33,33,25,"2010-02-02",16.75,14.75
"2010-04-29",53,53,0,"",-13.25,1.5
"2010-08-04",103,103,40,"2010-07-19",14.25,15.75
"2010-09-27",37,37,0,"",-9.25,6.5
"2010-11-04",36,0,20,"",11,17.5
"2010-12-07",40,0,0,"",-10,7.5
"2011-01-19",48,0,20,"2011-01-17",8,15.5
"2011-02-23",35,0,0,"",-8.75,6.75
"2011-04-28",64,0,20,"2011-04-06",4,10.75
"2011-06-14",56,0,20,"2011-06-11",6,16.75
"2011-07-15",23,0,0,"",-8.05,8.7
"2011-08-19",40,0,0,"",-14,-5.3
"2011-09-22",74,0,40,"2011-09-15",14.1,8.8
"2011-12-06",140,0,60,"2011-10-21",11,19.8
"2012-01-30",61,0,0,"",-21.35,-1.55
"2012-04-13",112,0,60,"2012-04-10",20.8,19.25
"2012-06-13",110,0,20,"2012-06-06",-18.5,0.750000000000009
"2012-09-19",110,0,40,"2012-Sep-19",1.5,2.25000000000001
"2012-10-06",32,0,20,"2012-Sep-20",8.8,11.05
"2012-11-28",137,1,50,"0",1.9,12.95
"2013-01-28",81,0,20,"2012-11-29",-8.35,4.60000000000002
"2013-02-08",23,0,40,"2013-02-01",31.95,36.55
"2013-04-14",104,0,0,"",-36.4,0.15000000000002
