"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",4,4,40,"2009-10-27",39,39
"2009-12-01",23,23,0,"",-5.75,33.25
"2010-01-28",7,7,0,"",-1.75,31.5
"2010-03-05",17,17,0,"",-4.25,27.25
"2010-04-29",42,42,0,"",-10.5,16.75
"2010-08-04",15,15,0,"",-3.75,13
"2010-09-27",25,25,0,"",-6.25,6.75
"2010-11-04",17,17,30,"2010-11-03",23.2,29.95
"2010-12-07",17,17,0,"",-5.95,24
"2011-01-19",15,15,0,"",-6,18
"2011-02-23",20,20,0,"",-7,11
"2011-04-28",20,20,0,"",-8,3
"2011-06-14",0,0,0,"",0,3
"2011-07-15",16,16,18.6,"2011-07-05",10.6,13.6
"2011-08-19",10,10,0,"",-5,8.6
"2011-09-22",16,16,0,"",-8,0.600000000000001
"2011-12-06",37,37,30,"2011-10-27",11.5,12.1
"2012-01-30",17,17,0,"",-8.5,3.6
"2012-04-13",51,52,30,"2012-03-23",4.35,7.95
"2012-06-13",41,44,0,"",-20.95,-13
"2012-09-19",34,34,32.8,"2012-07-09",15.8,2.8
"2012-10-06",9,10,40,"2012-Sep-20",35.35,38.15
"2012-11-28",0,1,0,"0",-0.15,38
"2013-01-28",20,21,0,"",-10.15,27.85
"2013-02-08",7,8,0,"",-3.65,24.2
"2013-04-14",29,29,0,"",-14.5,9.70000000000001
