"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",3,3,0,"",-0.75,-0.75
"2009-12-01",1,1,0,"",-0.25,-1
"2010-01-28",0,0,0,"",0,-1
"2010-03-05",0,0,0,"",0,-1
"2010-04-29",0,0,0,"",0,-1
"2010-08-04",34,34,25,"2010-07-13",16.5,15.5
"2010-09-27",24,24,0,"",-6,9.5
"2010-11-04",1,1,0,"",-0.4,9.1
"2010-12-07",0,0,0,"",0,9.1
"2011-01-19",8,8,0,"",-3.2,5.9
"2011-02-23",2,2,0,"",-0.7,5.2
"2011-04-28",0,0,0,"",0,5.2
"2011-06-14",8,8,0,"",-3.2,2
"2011-07-15",5,5,0,"",-2.5,-0.5
"2011-08-19",11,11,20,"2011-07-27",14.5,14
"2011-09-22",25,25,0,"",-12.5,1.5
"2011-12-06",35,35,20,"2011-10-13",2.5,4
"2012-01-30",8,8,0,"",-4,-2.1094237467878e-15
"2012-04-13",0,0,0,"",0,-2.1094237467878e-15
"2012-06-13",14,14,0,"",-7,-7
"2012-09-19",20,20,20,"2012-Sep-19",10,3
"2012-10-06",0,0,0,"",0,3
"2012-11-28",11,11,5,"0",-0.5,2.5
"2013-01-28",5,5,0,"",-2.5,-1.66533453693773e-15
"2013-02-08",0,0,0,"",0,-1.66533453693773e-15
"2013-04-14",0,0,0,"",0,-1.66533453693773e-15
