"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",0,0,0,"0",0,0
"2009-12-01",0,0,0,"0",0,0
"2010-01-28",0,0,0,"0",0,0
"2010-03-05",0,0,0,"0",0,0
"2010-04-29",4,4,0,"",-1,-1
"2010-08-04",10,10,5,"2010-06-07",2.5,1.5
"2010-09-27",0,0,0,"",0,1.5
"2010-11-04",8,0,0,"",-2,-0.5
"2010-12-07",1,0,0,"",-0.25,-0.75
"2011-01-19",0,0,0,"",0,-0.75
"2011-02-23",4,0,5,"2011-02-04",4,3.25
"2011-04-28",2,0,0,"",-0.5,2.75
"2011-06-14",1,0,0,"",-0.25,2.5
"2011-07-15",1,0,0,"",-0.35,2.15
"2011-08-19",0,0,0,"",0,2.15
"2011-09-22",1,0,0,"",-0.35,1.8
"2011-12-06",1,0,0,"",-0.35,1.45
"2012-01-30",1,0,0,"",-0.35,1.1
"2012-04-13",0,0,0,"",0,1.1
"2012-06-13",0,0,0,"",0,1.1
"2012-09-19",0,0,0,"0",0,1.1
"2012-10-06",0,0,0,"0",0,1.1
"2012-11-28",0,0,0,"0",0,1.1
"2013-01-28",0,0,0,"0",0,1.1
"2013-02-08",0,0,0,"0",0,1.1
"2013-04-14",0,0,0,"0",0,1.1
