"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",0,0,0,"0",0,0
"2009-12-01",0,0,0,"0",0,0
"2010-01-28",0,0,0,"0",0,0
"2010-03-05",0,0,0,"0",0,0
"2010-04-29",0,0,0,"0",0,0
"2010-08-04",57,57,20,"2010-07-20",5.75,5.75
"2010-09-27",42,42,0,"",-10.5,-4.75
"2010-11-04",14,14,20,"2010-09-30",14.4,9.65
"2010-12-07",7,7,0,"",-2.45,7.2
"2011-01-19",0,0,0,"",0,7.2
"2011-02-23",2,2,0,"",-0.7,6.5
"2011-04-28",9,9,0,"",-3.6,2.9
"2011-06-14",7,7,0,"",-2.8,0.100000000000001
"2011-07-15",5,5,20,"2011-07-05",17.5,17.6
"2011-08-19",3,3,0,"",-1.5,16.1
"2011-09-22",0,0,0,"",0,16.1
"2011-12-06",0,0,0,"",0,16.1
"2012-01-30",3,3,0,"",-1.5,14.6
"2012-04-13",4,4,0,"",-2,12.6
"2012-06-13",0,0,0,"",0,12.6
"2012-09-19",6,6,0,"",-3,9.6
"2012-10-06",0,0,0,"",0,9.6
"2012-11-28",0,0,0,"0",0,9.6
"2013-01-28",0,0,0,"",0,9.6
"2013-02-08",0,0,0,"",0,9.6
"2013-04-14",2,2,0,"",-1,8.6
