"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",0,0,0,"0",0,0
"2009-12-01",5,5,0,"",-1.25,-1.25
"2010-01-28",24,24,10,"2009-12-01",4,2.75
"2010-03-05",14,14,10,"2010-02-10",6.5,9.25
"2010-04-29",13,13,0,"",-3.25,6
"2010-08-04",18,18,0,"",-4.5,1.5
"2010-09-27",4,4,0,"",-1,0.5
"2010-11-04",0,0,0,"",0,0.5
"2010-12-07",2,0,0,"",-0.5,0
"2011-01-19",0,0,0,"",0,0
"2011-02-23",0,0,0,"",0,0
"2011-04-28",0,0,0,"",0,0
"2011-06-14",1,0,0,"",-0.25,-0.25
"2011-07-15",36,0,20,"2011-06-16",7.4,7.15
"2011-08-19",29,0,0,"",-10.15,-3
"2011-09-22",20,0,0,"",-7,-10
"2011-12-06",60,0,40,"2011-10-06",19,9
"2012-01-30",32,0,0,"",-11.2,-2.2
"2012-04-13",14,0,0,"",-4.9,-7.1
"2012-06-13",0,0,0,"",0,-7.1
"2012-09-19",0,0,0,"",0,-7.1
"2012-10-06",0,0,0,"",0,-7.1
"2012-11-28",0,0,0,"0",0,-7.1
"2013-01-28",0,0,0,"",0,-7.1
"2013-02-08",0,0,0,"",0,-7.1
"2013-04-14",9,0,0,"",-3.15,-10.25
