"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",0,0,0,"0",0,0
"2009-12-01",0,0,0,"0",0,0
"2010-01-28",3,3,0,"",-0.75,-0.75
"2010-03-05",7,7,0,"",-1.75,-2.5
"2010-04-29",7,7,0,"",-1.75,-4.25
"2010-08-04",47,47,0,"",-11.75,-16
"2010-09-27",33,33,25,"2010-08-05",16.75,0.75
"2010-11-04",26,26,20,"2010-10-07",9.6,10.35
"2010-12-07",20,20,0,"",-7,3.35
"2011-01-19",18,18,20,"2010-12-10",12.8,16.15
"2011-02-23",6,0,0,"",-1.5,14.65
"2011-04-28",0,0,0,"",0,14.65
"2011-06-14",22,0,0,"",-5.5,9.15
"2011-07-15",13,0,0,"",-4.55,4.6
"2011-08-19",15,0,0,"",-5.25,-0.649999999999999
"2011-09-22",22,0,20,"2011-09-06",12.3,11.65
"2011-12-06",59,0,0,"",-20.65,-9
"2012-01-30",47,0,20,"2012-01-09",3.55,-5.45
"2012-04-13",8,0,0,"",-2.8,-8.25
"2012-06-13",0,0,0,"",0,-8.25
"2012-09-19",64,0,0,"",-22.4,-30.65
"2012-10-06",24,0,40,"2012-Sep-20",31.6,0.950000000000006
"2012-11-28",73,0,0,"0",-25.55,-24.6
"2013-01-28",72,0,40,"2012-11-29",14.8,-9.79999999999999
"2013-02-08",16,0,0,"",-5.6,-15.4
"2013-04-14",39,0,0,"",-13.65,-29.05
