"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",8,8,20,"2009-10-20",18,18
"2009-12-01",16,16,0,"",-4,14
"2010-01-28",22,22,0,"",-5.5,8.5
"2010-03-05",18,18,0,"",-4.5,4
"2010-04-29",39,39,20,"2010-03-20",10.25,14.25
"2010-08-04",34,34,0,"",-8.5,5.75
"2010-09-27",17,17,0,"",-4.25,1.5
"2010-11-04",15,0,20,"2010-09-30",16.25,17.75
"2010-12-07",15,0,0,"",-3.75,14
"2011-01-19",12,0,0,"",-3,11
"2011-02-23",16,0,0,"",-4,7
"2011-04-28",25,0,0,"",-6.25,0.75
"2011-06-14",28,0,20,"2011-06-10",13,13.75
"2011-07-15",11,0,0,"",-3.85,9.9
"2011-08-19",9,0,0,"",-3.15,6.75
"2011-09-22",16,0,0,"",-5.6,1.15
"2011-12-06",38,0,20,"2011-10-25",6.7,7.85
"2012-01-30",12,0,0,"",-4.2,3.65
"2012-04-13",0,0,0,"",0,3.65
"2012-06-13",0,0,0,"",0,3.65
"2012-09-19",0,0,0,"0",0,3.65
"2012-10-06",0,0,0,"0",0,3.65
"2012-11-28",0,0,0,"0",0,3.65
"2013-01-28",0,0,0,"0",0,3.65
"2013-02-08",0,0,0,"0",0,3.65
"2013-04-14",0,0,0,"0",0,3.65
