"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",0,0,0,"0",0,0
"2009-12-01",2,2,0,"",-0.5,-0.5
"2010-01-28",10,10,0,"",-2.5,-3
"2010-03-05",14,14,0,"",-3.5,-6.5
"2010-04-29",23,23,0,"",-5.75,-12.25
"2010-08-04",25,25,30,"2010-07-13",23.75,11.5
"2010-09-27",11,11,0,"",-2.75,8.75
"2010-11-04",20,20,0,"",-8,0.75
"2010-12-07",20,20,0,"",-7,-6.25
"2011-01-19",8,8,20,"2011-01-19",16.8,10.55
"2011-02-23",16,16,0,"",-5.6,4.95
"2011-04-28",36,36,10.38,"2011-04-18",-4.02,0.930000000000002
"2011-06-14",27,27,9.5,"2011-06-14",-1.3,-0.369999999999997
"2011-07-15",21,21,15.22,"2011-06-14",4.72,4.35
"2011-08-19",6,6,0,"",-3,1.35
"2011-09-22",9,9,0,"",-4.5,-3.15
"2011-12-06",38,38,21.22,"2011-12-06",2.22,-0.929999999999997
"2012-01-30",33,33,20,"2012-01-29",3.5,2.57
"2012-04-13",40,59,40,"2012-04-13",17.15,19.72
"2012-06-13",27,44,0,"",-16.05,3.67000000000001
"2012-09-19",33,41,15,"",-2.7,0.970000000000007
"2012-10-06",0,0,0,"",0,0.970000000000007
"2012-11-28",0,0,0,"0",0,0.970000000000007
"2013-01-28",0,0,0,"",0,0.970000000000007
"2013-02-08",0,0,0,"0",0,0.970000000000007
"2013-04-14",0,0,0,"0",0,0.970000000000007
