"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",14,14,20,"2009-10-27",16.5,16.5
"2009-12-01",28,28,0,"",-7,9.5
"2010-01-28",18,18,0,"",-4.5,5
"2010-03-05",31,31,0,"",-7.75,-2.75
"2010-04-29",43,43,20,"2010-03-16",9.25,6.5
"2010-08-04",57,57,0,"",-14.25,-7.75
"2010-09-27",37,37,20,"2010-09-01",10.75,3
"2010-11-04",8,8,0,"",-3.2,-0.2
"2010-12-07",31,31,20,"2010-11-23",9.15,8.95
"2011-01-19",24,24,0,"",-9.6,-0.649999999999999
"2011-02-23",28,28,20,"2011-02-04",10.2,9.55
"2011-04-28",51,51,0,"",-20.4,-10.85
"2011-06-14",12,12,20,"2011-05-09",15.2,4.35
"2011-07-15",21,21,5.22,"2011-07-15",-5.28,-0.929999999999999
"2011-08-19",12,12,0,"",-6,-6.93
"2011-09-22",0,0,0,"",0,-6.93
"2011-12-06",0,0,0,"",0,-6.93
"2012-01-30",0,0,0,"",0,-6.93
"2012-04-13",0,0,0,"",0,-6.93
"2012-06-13",0,0,0,"0",0,-6.93
"2012-09-19",0,0,0,"0",0,-6.93
"2012-10-06",0,0,0,"0",0,-6.93
"2012-11-28",0,0,0,"0",0,-6.93
"2013-01-28",0,0,0,"0",0,-6.93
"2013-02-08",0,0,0,"0",0,-6.93
"2013-04-14",0,0,0,"0",0,-6.93
