"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",4,4,0,"",-1,-1
"2009-12-01",4,4,15,"2009-10-29",14,13
"2010-01-28",7,7,0,"",-1.75,11.25
"2010-03-05",2,2,0,"",-0.5,10.75
"2010-04-29",8,8,0,"",-2,8.75
"2010-08-04",26,26,0,"",-6.5,2.25
"2010-09-27",10,10,0,"",-2.5,-0.25
"2010-11-04",4,0,0,"",-1,-1.25
"2010-12-07",4,4,0,"",-1.4,-2.65
"2011-01-19",3,0,0,"",-0.75,-3.4
"2011-02-23",6,0,0,"",-1.5,-4.9
"2011-04-28",3,0,0,"",-0.75,-5.65
"2011-06-14",9,0,20,"2011-05-26",17.75,12.1
"2011-07-15",13,0,0,"",-4.55,7.55
"2011-08-19",0,0,0,"",0,7.55
"2011-09-22",5,0,0,"",-1.75,5.8
"2011-12-06",25,0,0,"",-8.75,-2.95
"2012-01-30",9,0,0,"",-3.15,-6.1
"2012-04-13",25,0,20,"2012-02-02",11.25,5.15
"2012-06-13",28,0,0,"",-9.8,-4.65
"2012-09-19",14,0,0,"",-4.9,-9.55
"2012-10-06",4,0,20,"2012-Sep-20",18.6,9.05
"2012-11-28",12,0,0,"0",-4.2,4.85
"2013-01-28",15,0,0,"",-5.25,-0.399999999999996
"2013-02-08",4,0,20,"2013-02-02",18.6,18.2
"2013-04-14",16,0,0,"",-5.6,12.6
