"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",0,0,0,"0",0,0
"2009-12-01",0,0,0,"0",0,0
"2010-01-28",1,1,0,"",-0.25,-0.25
"2010-03-05",4,4,3,"2010-01-28",2,1.75
"2010-04-29",9,9,5,"2010-04-22",2.75,4.5
"2010-08-04",20,20,5,"2010-07-13",0,4.5
"2010-09-27",23,23,0,"",-5.75,-1.25
"2010-11-04",6,6,20,"2010-09-30",17.6,16.35
"2010-12-07",6,6,0,"",-2.1,14.25
"2011-01-19",0,0,0,"",0,14.25
"2011-02-23",11,11,0,"",-3.85,10.4
"2011-04-28",11,11,0,"",-4.4,6
"2011-06-14",18,18,20,"2011-06-06",12.8,18.8
"2011-07-15",14,14,0,"",-7,11.8
"2011-08-19",16,16,5,"2011-08-19",-3,8.8
"2011-09-22",10,10,0,"",-5,3.8
"2011-12-06",4,4,11.16,"2011-10-06",9.16,12.96
"2012-01-30",4,4,0,"",-2,10.96
"2012-04-13",0,0,0,"",0,10.96
"2012-06-13",0,0,0,"",0,10.96
"2012-09-19",0,0,0,"",0,10.96
"2012-10-06",0,0,0,"",0,10.96
"2012-11-28",0,0,0,"0",0,10.96
"2013-01-28",0,0,0,"0",0,10.96
"2013-02-08",0,0,0,"0",0,10.96
"2013-04-14",0,0,0,"0",0,10.96
