"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",0,0,0,"0",0,0
"2009-12-01",0,0,0,"0",0,0
"2010-01-28",10,10,5,"2010-01-27",2.5,2.5
"2010-03-05",10,10,0,"",-2.5,0
"2010-04-29",10,10,10,"2010-03-26",7.5,7.5
"2010-08-04",14,14,0,"",-3.5,4
"2010-09-27",2,2,0,"",-0.5,3.5
"2010-11-04",8,8,20,"2010-11-16",16.8,20.3
"2010-12-07",6,6,0,"",-2.1,18.2
"2011-01-19",6,6,0,"",-2.4,15.8
"2011-02-23",5,5,0,"",-1.75,14.05
"2011-04-28",15,15,0,"",-6,8.05
"2011-06-14",1,1,0,"",-0.4,7.65
"2011-07-15",0,0,0,"",0,7.65
"2011-08-19",1,1,0,"",-0.5,7.15
"2011-09-22",4,4,0,"",-2,5.15
"2011-12-06",6,6,0,"",-3,2.15
"2012-01-30",9,9,10,"2012-01-21",5.5,7.65
"2012-04-13",6,6,0,"",-3,4.65
"2012-06-13",0,0,0,"",0,4.65
"2012-09-19",0,0,0,"0",0,4.65
"2012-10-06",0,0,0,"0",0,4.65
"2012-11-28",0,0,0,"0",0,4.65
"2013-01-28",0,0,0,"0",0,4.65
"2013-02-08",0,0,0,"0",0,4.65
"2013-04-14",0,0,0,"0",0,4.65
