"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",0,0,0,"0",0,0
"2009-12-01",0,0,0,"0",0,0
"2010-01-28",6,6,0,"",-1.5,-1.5
"2010-03-05",7,7,0,"",-1.75,-3.25
"2010-04-29",29,29,20,"2010-03-26",12.75,9.5
"2010-08-04",31,31,0,"",-7.75,1.75
"2010-09-27",19,19,0,"",-4.75,-3
"2010-11-04",14,14,0,"",-5.6,-8.6
"2010-12-07",2,2,0,"",-0.7,-9.3
"2011-01-19",5,5,0,"",-2,-11.3
"2011-02-23",17,17,0,"",-5.95,-17.25
"2011-04-28",21,21,40,"2011-03-09",31.6,14.35
"2011-06-14",14,14,0,"",-5.6,8.75
"2011-07-15",10,10,0,"",-5,3.75
"2011-08-19",15,15,0,"",-7.5,-3.75
"2011-09-22",21,21,0,"",-10.5,-14.25
"2011-12-06",21,21,40,"2011-11-28",29.5,15.25
"2012-01-30",11,11,0,"",-5.5,9.75
"2012-04-13",7,7,0,"",-3.5,6.25
"2012-06-13",0,0,0,"",0,6.25
"2012-09-19",0,0,0,"",0,6.25
"2012-10-06",0,0,0,"",0,6.25
"2012-11-28",0,0,0,"0",0,6.25
"2013-01-28",0,0,0,"",0,6.25
"2013-02-08",0,0,0,"",0,6.25
"2013-04-14",0,0,0,"",0,6.25
