"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",0,0,0,"0",0,0
"2009-12-01",0,0,0,"0",0,0
"2010-01-28",0,0,0,"0",0,0
"2010-03-05",0,0,0,"0",0,0
"2010-04-29",15,15,5,"2010-04-28",1.25,1.25
"2010-08-04",21,21,5,"2010-07-13",-0.25,1
"2010-09-27",9,9,0,"",-2.25,-1.25
"2010-11-04",1,1,0,"",-0.4,-1.65
"2010-12-07",11,0,0,"",-2.75,-4.4
"2011-01-19",10,0,5,"2011-01-17",2.5,-1.9
"2011-02-23",18,0,0,"",-4.5,-6.4
"2011-04-28",12,0,20,"2011-03-07",17,10.6
"2011-06-14",1,0,0,"",-0.25,10.35
"2011-07-15",0,0,0,"",0,10.35
"2011-08-19",0,0,0,"",0,10.35
"2011-09-22",0,0,0,"",0,10.35
"2011-12-06",0,0,0,"",0,10.35
"2012-01-30",0,0,0,"",0,10.35
"2012-04-13",0,0,0,"",0,10.35
"2012-06-13",0,0,0,"0",0,10.35
"2012-09-19",0,0,0,"0",0,10.35
"2012-10-06",0,0,0,"0",0,10.35
"2012-11-28",0,0,0,"0",0,10.35
"2013-01-28",0,0,0,"0",0,10.35
"2013-02-08",0,0,0,"0",0,10.35
"2013-04-14",0,0,0,"0",0,10.35
