"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",0,0,0,"0",0,0
"2009-12-01",0,0,0,"0",0,0
"2010-01-28",0,0,0,"0",0,0
"2010-03-05",0,0,0,"0",0,0
"2010-04-29",1,1,0,"",-0.25,-0.25
"2010-08-04",0,0,0,"",0,-0.25
"2010-09-27",0,0,0,"",0,-0.25
"2010-11-04",0,0,0,"",0,-0.25
"2010-12-07",0,0,0,"",0,-0.25
"2011-01-19",0,0,0,"",0,-0.25
"2011-02-23",0,0,0,"",0,-0.25
"2011-04-28",0,0,0,"",0,-0.25
"2011-06-14",0,0,0,"",0,-0.25
"2011-07-15",0,0,0,"",0,-0.25
"2011-08-19",0,0,0,"",0,-0.25
"2011-09-22",0,0,0,"",0,-0.25
"2011-12-06",6,0,0,"",-2.1,-2.35
"2012-01-30",19,0,20,"2012-01-17",13.35,11
"2012-04-13",59,40,0,"",-26.65,-15.65
"2012-06-13",0,0,0,"",0,-15.65
"2012-09-19",3,4,20,"2012-08-10",18.35,2.7
"2012-10-06",1,2,0,"",-0.65,2.05
"2012-11-28",11,8,0,"0",-5.05,-3
"2013-01-28",6,6,0,"",-3,-6
"2013-02-08",1,2,20,"2013-02-01",19.35,13.35
"2013-04-14",28,18,0,"",-12.5,0.850000000000001
