"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",0,0,0,"0",0,0
"2009-12-01",6,6,0,"",-1.5,-1.5
"2010-01-28",5,5,0,"",-1.25,-2.75
"2010-03-05",7,7,20,"2010-02-10",18.25,15.5
"2010-04-29",23,23,0,"",-5.75,9.75
"2010-08-04",22,22,0,"",-5.5,4.25
"2010-09-27",0,0,0,"",0,4.25
"2010-11-04",13,0,0,"",-3.25,1
"2010-12-07",0,0,0,"",0,1
"2011-01-19",2,0,20,"2011-01-17",19.5,20.5
"2011-02-23",1,0,0,"",-0.25,20.25
"2011-04-28",4,0,0,"",-1,19.25
"2011-06-14",1,0,0,"",-0.25,19
"2011-07-15",1,0,0,"",-0.35,18.65
"2011-08-19",0,0,0,"",0,18.65
"2011-09-22",7,0,0,"",-2.45,16.2
"2011-12-06",10,0,0,"",-3.5,12.7
"2012-01-30",13,0,0,"",-4.55,8.15
"2012-04-13",28,0,0,"",-9.8,-1.65
"2012-06-13",19,0,0,"",-6.65,-8.3
"2012-09-19",7,0,0,"",-2.45,-10.75
"2012-10-06",6,0,0,"",-2.1,-12.85
"2012-11-28",0,0,0,"0",0,-12.85
"2013-01-28",15,0,0,"",-5.25,-18.1
"2013-02-08",0,0,0,"",0,-18.1
"2013-04-14",25,0,0,"",-8.75,-26.85
