"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",15,15,10,"2009-10-20",6.25,6.25
"2009-12-01",30,30,0,"",-7.5,-1.25
"2010-01-28",58,58,20,"2010-01-04",5.5,4.25
"2010-03-05",52,52,0,"",-13,-8.75
"2010-04-29",95,95,35,"2010-03-05",11.25,2.5
"2010-08-04",109,109,20,"2010-07-13",-7.25,-4.75
"2010-09-27",58,58,20,"2010-08-04",5.5,0.75
"2010-11-04",69,0,20,"2010-11-04",2.75,3.5
"2010-12-07",53,0,20,"2010-12-06",6.75,10.25
"2011-01-19",19,0,0,"",-4.75,5.5
"2011-02-23",66,0,37,"2011-02-23",20.5,26
"2011-04-28",73,0,16,"2011-04-18",-2.25,23.75
"2011-06-14",94,0,0,"",-23.5,0.25
"2011-07-15",36,0,23,"2011-07-15",10.4,10.65
"2011-08-19",65,0,20,"2011-08-19",-2.75,7.9
"2011-09-22",39,0,0,"",-13.65,-5.75
"2011-12-06",117,0,60,"2011-12-06",19.05,13.3
"2012-01-30",99,0,30,"2012-01-29",-4.65,8.65000000000001
"2012-04-13",141,4,60,"2012-04-13",10.05,18.7
"2012-06-13",90,0,45,"2012-06-12",13.5,32.2
"2012-09-19",111,0,0,"",-38.85,-6.64999999999998
"2012-10-06",0,0,0,"",0,-6.64999999999998
"2012-11-28",0,0,0,"0",0,-6.64999999999998
"2013-01-28",0,0,0,"0",0,-6.64999999999998
"2013-02-08",0,0,0,"0",0,-6.64999999999998
"2013-04-14",0,0,0,"0",0,-6.64999999999998
