"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",13,13,20,"2009-10-27",16.75,16.75
"2009-12-01",19,19,0,"",-4.75,12
"2010-01-28",40,40,20,"2010-01-01",10,22
"2010-03-05",31,31,0,"",-7.75,14.25
"2010-04-29",44,44,0,"",-11,3.25
"2010-08-04",68,68,20,"2010-05-10",3,6.25
"2010-09-27",33,33,0,"",-8.25,-2
"2010-11-04",46,0,20,"2010-09-30",8.5,6.5
"2010-12-07",42,0,0,"",-10.5,-4
"2011-01-19",36,0,20,"2010-12-10",11,7
"2011-02-23",43,0,20,"2011-02-23",9.25,16.25
"2011-04-28",55,0,0,"",-13.75,2.5
"2011-06-14",67,0,20,"2011-05-25",3.25,5.75
"2011-07-15",40,0,20,"2011-07-13",6,11.75
"2011-08-19",33,0,0,"",-11.55,0.200000000000001
"2011-09-22",28,0,0,"",-9.8,-9.6
"2011-12-06",62,0,40,"2011-10-14",18.3,8.7
"2012-01-30",26,0,0,"",-9.1,-0.399999999999997
"2012-04-13",4,0,0,"",-1.4,-1.8
"2012-06-13",82,0,40,"2012-05-04",11.3,9.5
"2012-09-19",99,0,0,"",-34.65,-25.15
"2012-10-06",11,0,0,"",-3.85,-29
"2012-11-28",28,0,40,"0",30.2,1.20000000000001
"2013-01-28",15,0,50,"",44.75,45.95
"2013-02-08",6,0,0,"",-2.1,43.85
"2013-04-14",26,0,0,"",-9.1,34.75
