"Date","Coffee","Milk","Payment","Payment.Date","InOut","Balance"
"2009-10-29",0,0,0,"0",0,0
"2009-12-01",18,18,20,"2009-11-17",15.5,15.5
"2010-01-28",53,53,0,"",-13.25,2.25
"2010-03-05",25,25,20,"2010-02-02",13.75,16
"2010-04-29",26,26,0,"",-6.5,9.5
"2010-08-04",24,24,0,"",-6,3.5
"2010-09-27",12,12,0,"",-3,0.5
"2010-11-04",0,0,0,"",0,0.5
"2010-12-07",0,0,0,"",0,0.5
"2011-01-19",0,0,0,"",0,0.5
"2011-02-23",0,0,0,"",0,0.5
"2011-04-28",0,0,0,"",0,0.5
"2011-06-14",0,0,0,"",0,0.5
"2011-07-15",0,0,0,"",0,0.5
"2011-08-19",0,0,0,"",0,0.5
"2011-09-22",0,0,0,"",0,0.5
"2011-12-06",0,0,0,"",0,0.5
"2012-01-30",0,0,0,"",0,0.5
"2012-04-13",0,0,0,"",0,0.5
"2012-06-13",0,0,0,"0",0,0.5
"2012-09-19",0,0,0,"0",0,0.5
"2012-10-06",0,0,0,"0",0,0.5
"2012-11-28",0,0,0,"0",0,0.5
"2013-01-28",0,0,0,"0",0,0.5
"2013-02-08",0,0,0,"0",0,0.5
"2013-04-14",0,0,0,"0",0,0.5
